user_idx,combined_text
1327,"與店貓邂逅的咖啡館，古早縫紉機改裝的兩人桌，不一樣的氣氛！
甜點精緻，有店貓陪伴度過下午茶時光。 裝潢：文青風老宅咖啡館，裝潢讓人感覺很舒服。
舒芙蕾鬆軟，推薦！
美中不足是一定要訂位！"
1328,"有你們真好
花蓮遊子學成歸巢，熱血創業的咖啡故事
Unconditional Coffee  … 花蓮舒芙蕾首選
抹茶/巧克力 都很棒
鋪上鮮奶油的那一刻，居然像布丁一樣地晃動？ …"
1329,我是近期光顧貴店的一名顧客，原本對貴店的氣氛與菜品抱有很高的期待，尤其是同行友人特別推薦，然而這次的用餐體驗卻讓人感到極為不滿，促使我寫下這封回饋信，期盼貴店能正視問題並予以改善。 … 限量草莓鬆餅還不錯，貓咪親人，也很乖。記得看看菜單後面的成員介紹。
1330,"貓咪很可愛，飲品跟甜點都很讚

蜜香紅茶蛋糕茶味很重，蛋糕本體很紮實+濕潤 … 甜點/飲料都很讚

貓咪很可愛很親人 搜qrcode點餐～
貓咪很可愛"
1331,"小巷裏綻放著紫藤花 首次造訪品嚐了手沖咖啡和舒芙蕾鬆餅 咖啡香醇 舒芙蕾鬆軟甜美 感謝在疫情中 得以放鬆享受2小時的寧靜Souffle waffles here absolutely won me over. Coffee is good, too.  Have not tried other dishes yet. Will definitely come by again if I visits the neighborhood again. 外帶一杯散發著濃郁花香的衣索比亞 看海去"
1332,"喧囂中一處靜心小館♥️
品嚐咖啡伴隨療癒甜點
默默享受放鬆的氛圍♥️ 隱身於巷弄中的樸實小店
餐點飲品用心講解...料理多元豐富
環境佈置匠心獨具...建議要提前預約喔"
1333,"舒服的環境，寬敞的空間，品嚐美味的咖啡，享受花蓮的慢生活……

一杯肉桂蜂蜜拿鐵
一壺哥倫比亞手沖 二度探訪，還好有事先訂位
再次品嚐讓人難忘的醉雞套餐
（薑黃飯配上濃郁酒味且不膩口的醉雞） …"
1334,有兩隻超級可愛的店貓，黑色這隻超級親人！環境小小的是復古文青風，咖啡種類很多，推薦給很會喝咖啡的人來（像我不懂咖啡的到哪裡都點拿鐵..），環境很舒服，甜點還不錯吃但是小小的覺得這樣價格有點偏高，一切都是因為貓貓所以大加分！ 跟著大家的評論點了提拉米蘇果然沒錯，真的很！好！吃！拿鐵也非常好喝👍🏼店裡非常舒適，可惜沒有遇到貓咪（聽說貓咪都是自由自在的跑來跑去，所以遇到真的運氣很好） … 舒芙蕾超級好吃，咖啡是苦的那種、拿鐵好喝，店員很有服務熱忱、信心的介紹餐點，推薦大家來吃！可以先訂位就排隊（點舒芙蕾要等30分鐘左右）。
1335,氣氛不錯，店小小的 舒芙蕾非常正點，尤其是配的奶油口味輕盈且奶味濃厚。覆盆子水果茶酸酸甜甜，令人激賞 讚讚
1336,"樸實的餐點，節奏明確的音樂讓慵懶的氛圍多了絲律動。一個下午就把雜誌設計好排版完了！鐵定還得再來 即使汽機轟隆聲此起彼落，淡淡的咖啡香氣卻讓這裡如世外桃源般

精緻小巧的甜點和醇口的咖啡，時不時搗蛋跳上桌的小貓，是書籍、手札和悠然生活最好的陪伴 … 是一個能獨自待著，也能跟朋友相聚相會的店。店裡的每一個細節都看得出用心。

堅果芝麻大概是人生中第一杯這麼順口的❤️ …"
1337,"價格稍高 -
份量十足 店內裝潢漂亮
宮保雞丁非常夠味
餐如能附甜點肯定更完美 位置真的很難訂，幸好老婆、姐姐和姐夫吃的開心最重要，餐點好吃舒芙蕾讚服務人員親切，只能四顆星就是位置真的很難訂"
1338,"風景好 環境設計用心 發呆放鬆 餐點蠻有特色的，可惜貓不夠親近 第一次去吃，真的還不錯
我必須說 這間舒芙蕾真的必點！"
1339,"熱壓吐司（義式香料雞腿）中規中矩好吃、（洋蔥腰內豚肉）豬肉醃製風味獨特很看個人；實季拿鐵外觀美型，入口微苦後轉甘甜，是杯有深度的咖啡；宇治森半抹茶牛奶入口微甘，茶香半奶香，口感澀帶圓潤感。
餐廳裝潢走手作原木風格，配合獨特飾品搭配出讓人能拿本書享受慢活花蓮的風格。 隱藏於低調招牌下的美味，台客燒肉飯搭配兩種店家自製醬料（服務人員會貼心提醒搭配順序），肥瘦適中、美味下飯；椒麻雞麻而微辣，酥脆可口，搭配半熟蛋完美…
服務態度沒話說…限度內盡量滿足了客人的需求，感謝妳們為壽星特別保留了最最厲害的舒芙蕾😋 …"
1340,"2023.04.25
店貓非常可愛，會跳到桌上坐著看窗外🥺整間店小小的，但客人絡繹不絕，木質裝潢讓人覺得很放鬆，可以好好的休息，享受午後時光～ … 2020年第一次去就很喜歡了，記得那時候只有兩隻可愛貓貓🐱上禮拜六再訪發現多了一隻橘貓，都很親人還會自己靠過來撒嬌，下次還要再來！ … 撲空了兩次終於在第三次成功了😆當天去到的時候剛好沒有其他客人，所以有機會看到老闆烘咖啡豆的過程，本來還沒看到貓貓，後來他從外面回來了🥺在店裡走來走去，還很專心的看著自己的主人烘豆，好可愛😻 … 2023.04.24
平日下午來訪，一樣也是客滿，幸運的是候位一下就輪到了～位在七星潭附近，是一間蠻有個性的咖啡廳，喜歡店內的風格，布丁和咖啡也都很不錯，窗外還時不時會有貓貓走來走去，超可愛😍 … 香蒜奶油司康很好吃，咖啡好喝，店狗柯基也很可愛😍還有被招待一球冰淇淋，剛好炎熱的天氣可以消消暑～ … 2023.04.25
平日下午前來，剛好當第一位客人，整間店充滿日式復古浪漫的氛圍，非常喜歡😍選了一個最外面的位子，小小的角落靜靜的享受一個人的悠閒下午茶時光～昭和之心好好吃，不會太甜，咖啡也順口好喝，下次去花蓮還想再回訪！ … 肉桂捲很好吃😋內用環境也很舒適，老闆很親切👍🏻 … 一走進屋內，迎面撲鼻而來的是濃濃的檜木香，對於喜歡木頭味道的我真的是非常喜歡😍日式老建築也保存得很好，很漂亮！老闆娘則是給人優雅、氣質的感覺，說話也輕聲細語，很客氣的介紹，真的非常喜歡，還會再訪！ … 很喜歡！一定還要再來😍 … 點了限量的醉雞飯，屬於酒味比較重的調味，雞肉軟嫩，份量也蠻多，附的小菜和湯都不錯👍🏻 …"
1341,用餐體驗非常好，店員都很親切可愛，餐點當然也非常好吃。 氣氛好、咖啡好喝、甜點也好好吃，還有貓咪很可愛親人，還有好多書籍，其中還有一套四葉妹妹的漫畫很療癒好看。有機會會再光顧。 空間長形的咖啡廳，經過中正路這麼多次才發現它。
1342,"隱藏在市區的小路、很浪漫🌹的一家店！
舒芙蕾鬆餅現場現做、好吃😋生意超好，要事先預定時間，咖啡好喝口味非常有層次口感，建議點冰的！店員也超正、下次會再光臨、值得推薦！ … 好吃的鬆餅，心情不好的一天，得到釋放🥰 …"
1343,"手工麵包好吃 咖啡也很棒 環境舒適 餐點C/P值高 還有店貓
很棒的地方 羊奶咖啡蠻特別 但價錢較高 店內設計十分特別
餐點好吃"
1344,"鹹食可以吃到特別的餐點
但口味中規中矩沒有到特別驚艷
調味簡單吃起來很舒服 … 貓咪超可愛啦
可是不要亂摸人家可愛也是有脾氣的😂
餐點都很好吃 …"
1345,"老宅整修，有一種悠閒恬靜的氛圍感，餐點也在水準之上。
若是2樓陽台，讓小男友拍照的中二熟女沒有一屁股坐在我這面窗台上裝文青；隔壁房間5個屁孩遊客沒有自以為包棟高聲嬉鬧，整體氣氛會更好。 咖啡重焙偏苦，搭上附餐布丁剛好
有一隻很活潑的邊境牧羊，請不要餵他調味肉品，我是說客人 徐徐的風、蔚藍的天、遠方團團的白雲、腳下輕拍的海浪，這裡是浪·慢咖啡，甘醇的耶加雪菲，悠閒而放鬆的午后，時光值得靜靜的享受。"
1346,"-泰式椒麻雞
好吃 很像日式唐揚雞+椒麻醬
-紹興醉雞 … 謝謝朋友推薦
讓我來訪n次的店家 … 值得多次到訪的店:)
空間很舒適 藏書很多
餐點也很好吃 推薦三杯雞 …"
1347,"空間很美
餐點也不錯
有中式/泰式簡餐 … 悠閒的空間 適合放鬆"
1348,"很舒服、味道香香的餐廳
餐點⭐️⭐️⭐️⭐️⭐️
豆腐、燒肉很酥香、湯清甜、米飯很健康、菜清淡(菜份量少了點) … 環境⭐️⭐️⭐️⭐️⭐️
餐點⭐️⭐️⭐️⭐️⭐️
值得來坐坐、慢慢聽海"
1349,"好吃唷！ 網美的裝潢陳列但是令人驚艷的是餐好好吃，服務人員態度熱忱，環境維持很整潔。醉雞飯和燒肉飯的主菜量充足味道也很好！

因為下午兩點才供應鬆餅，我們要跑行程沒吃到。但是兩份套餐已經很滿足！ 肉桂捲好吃拿鐵好喝
適合散步後走來喝杯咖啡
沒有內用座位但旁邊有露營椅和高腳椅可以稍作休息 和地景豪無違和，大人感海邊的咖啡廳，飲料點心都有水準。音樂和服務也好"
1350,"可以躺在躺椅上 看著太平洋發呆 超級chill~
食物也非常好吃～超級推薦
地點比較隱密 車子可以停路邊～ 原本抱著假日不會有位置的心態前往 很幸運的剛好有!
點了兩個 比較推薦香草的 淡淡的奶香味 配上蜂蜜 不會特別膩
可以根據自己喜歡的方式吃 旁邊附的鮮奶油 是濃醇但不死甜! 咖啡廳環境非常棒 非常安靜
整潔明亮又舒適 點杯手沖咖啡搭配甜點
推巴斯克 不會覺得太甜而覺得膩 口味調配很好 … 店內環境整潔 燈光打下來有點壓迫感
菜單上並未寫每人的低消 但在結帳時才被通知
花漾橙柚塔 還不錯👍🏻 …"
1351,"舒芙蕾必點，真的好吃⋯⋯但飯類也不錯吃🤤氣氛挺好，店員服務態度佳，知道我們會分食，主動給盤子餐具，10%服務費給的心滿意足。🤍 … 可愛、暇意、喜歡，有空再訪～ 舒服的環境🥰還有可愛喵喵🐱下次再光顧！ … 氣氛歡愉 店不大但裝潢美美ㄉ
還有隻柯基(˶‾᷄ ⁻̫ ‾᷅˵)"
1352,老闆很親切 布朗尼超好吃(•ө•)♡ 鮭魚燉飯好吃，可以悠閒聚會聊天的地方，貓貓狗狗很可愛。
1353,從進門就能感受到每位店員態度親切良好，怕我們來回一二樓點餐麻煩，主動跟我們說可以先點好再上樓，省去一趟來回，非常貼心。即使沒有主動索取，也都會專業的附上共食餐具，讓朋友一起享用時感到窩心。餐點也非常好吃，符合價格的份量與味道。 餐點價格偏高，份量與售價略有落差，飲料部份還可以。店員態度較冷淡，延後開店建議可以主動告知尚需等待的時間，才不會讓人在門口乾等。
1354,"環境好氣氛好，重點是鬆餅超級無敵軟嫩好吃！入口即化的那種，推爆大家一定要點鬆餅！餐點也好吃、飲料都很不錯，推推！ 非常用心的一間店，推薦大家一定要去，所有的佈置都非常有時代感年代感。甜點很好吃，服務也很用心，整個很漂亮。
在小巷弄裡面的店，要找一下。"
1355,"建議事先訂位，有提供線上訂位真的滿方便的。店旁就有停車場，店的位置鬧中取靜很舒適。餐點配色好看也好吃，店內座位空間適當不緊迫，服務人員也很親切，很推薦給自己一個輕鬆的午後喔～ 每次經過花蓮就會來外帶一杯，喜歡有溫和堅果香的拿鐵，再帶一瓶濃縮回家品嚐也很享受❤️ 咖啡超好喝，特調也好喝
會讓人忍不住就喝光光
貓咪也好可愛 好東西與好朋友分享。鬆餅好吃。 環境非常用心，一進來可以看到很多可愛的小物，若是人潮多需耐心等候，服務人員親切，會協助帶位，非常適合家庭、情侶來這邊看看海，拍照紀念，吃美食！

⭐️好心情點心盤$100 …"
1356,"第一次來吃時，不知道舒芙蕾有特定時間才吃得到，所以很可惜沒吃到它！但還好這次來有吃到小巷茉莉的舒芙蕾，真的非常的好吃！！鮮奶油是使用日本的中澤鮮奶油，舒芙蕾本身非常軟嫩，整體來說值得五顆星！ 今天是吃栗子蒙布朗與熱拿鐵。
蛋糕非常的好吃，甜而不膩，蒙布朗底下像是泡芙般口感，但內餡完全不會太甜，好好吃！
拿鐵也很好喝，從打奶泡時應該溫度有控制很好，所以喝的時候有感受到清甜口感。
加上服務人員非常親切的介紹菜單且很詳細！ 今天來到快閃喝黑糖拿鐵，我覺得非常好喝，咖啡濃縮搭配鮮奶後，再加上冰奶泡灑上黑糖粉，整個味道很融合，很順口！非常推薦💙👍 …"
1357,"厚蛋吐司好好吃，蛋超嫩Q！供應時間很短
拜託一定要點！！ 對面有很大的停車場
餐點都好吃 …"
1358,"舒芙蕾好綿，很柔軟的口感
好吃而不甜膩，吃完一份還想再點一份
不過還要再等30分鐘，下次來要一次點兩個😋 … 寵物友善！ 老闆友善！ 咖啡順口！ 提拉米蘇帶有酒香，甜度不高，濕潤度適中
推薦🌟🌟🌟🌟🌟 …"
1359,價位小偏高，不過食物好吃！ 環境舒服，咖啡好喝 覺得算是吃氣氛的網美店，餐點價位偏高，以午餐來說CP值不高，有機會會想試試看鬆餅。 咖啡順口好喝，甜點也都很好吃，尤其是肉桂卷，喜歡～ 空間舒適，咖啡香純濃鬱，布朗尼好吃，芝麻乳酪蛋糕芝麻味道有點太淡，連底下餅皮ㄧ起吃芝麻味都被蓋過有點可惜，蛋糕跟咖啡份量都蠻小的價位偏中高。 巧克力濃鬱好喝，巧克力也好吃，空間舒適服務態度好！ 甜點好好吃啊～～不過空間的確是有點太小了 環境舒適，咖啡好喝 店內舒適但覺得價位太高，抹茶牛奶120味道很普通且份量小，吃裝潢的成份大一點，不會想再訪。 黑糖拿鐵好喝，堤拉米蘇也好吃！
1360,我們是從台北到花蓮的遊客，騎車到店裡時不巧遇到大雨，淋了一身濕進到店裡，趕在最後點餐時間前入座，服務生態度親切，主動詢問是否需要吹風機，還招待我們熱湯跟小菜，真的很感謝😌下次來花蓮會再光顧💛💛 … 特調很好喝！大推！店員非常親切，貓咪也很可愛
1361,"裡面有悠哉的貓貓狗狗，很適合帶小朋友來😊
營業時間很適合中午後找不到東西吃的人，價格中上，希望老闆之後可以考慮有更多雞和豬肉的選項，造福不吃牛的饕客🥰 … 服務人員都很客氣，價位中上，FB有菜單可以看，也有line連結可以預訂位置（當天預定要用打電話唷），餐點很好吃🥰 …"
1362,"三明治蠻好吃的 很多菜 💐餐點跟甜點非常美味，環境也舒適
重點！也很好拍喲！🤭
小紅玉👍🏻👍🏻👍🏻，無糖/有糖都好好喝 … 甜點和飲品都很優質，店裡的氛圍很好很舒服"
1363,這裡的餐點很好吃，員工態度其實也算不錯，不過美中不足的一點，就是我們進去時因為沒有訂位，所以需要等待，但是接待我們的女店員跟同事詢問後，沒有告訴我們要等待多久，就去做自己的事，然後我和朋友就呆呆的站著，後來聽到他們說桌子還在收拾，我們才默默到旁邊等待，我可以體諒員工很忙，但是如果能給個指示我想對客人會比較好，或是可以先做個菜單介紹也好。 手工沖泡的咖啡店，這裡只賣黑咖啡沒有提供餐點，建議可以吃完餐再來，店內很悠閒舒適，店內擺飾都是老闆娘從國外帶回來的古董商品，老闆娘會依據客人的喜好推薦店內咖啡，喜愛咖啡的人千萬不要錯過。
1364,"到花蓮渡假順便朝聖知名「舒芙蕾」
本以為這樣的複合式咖啡館，強項會是甜品，但萬萬沒想到，連套餐也不馬虎！
還有那粒粒分明的飯，最喜歡這樣的米飯了。 … 雖然沒嚐過其它甜品，但檸檬塔已經擠進我心目中的第一了"
1365,"下雨天來訪！整體氣氛非常舒服，看店裡書時，老闆還來跟我說不夠亮旁邊有燈可以開，太貼心了ദ്ദി ˃ ᵕ ˂ )
巴斯克上面的花是我小時候很常吃完花蜜，再拿來串成項鍊、手環的小花！吃起來跟小時候的味道一模一樣哈哈哈哈
店裡的貓也非常乖巧、可愛！ … 店裡的繪本很多很可愛！餐點也很好吃 肉嫩 不吃辣也有不辣的選項！
(果昔很讚 老闆非常可愛！！
跟我們分享了喝咖啡的好處、咖啡要怎麼品嚐
還拿了很多不同的咖啡豆讓我們聞聞看 …"
1366,單品還不錯 不起眼的門口，裡面卻有種老宅新生感，室內擺設很棒，採光很好，餐點好吃新鮮，飲料更是一大賣點，特別且會想再訪的店！ 1＋1，這隻古吉豆子好喝
1367,很棒的餐、舒芙蕾鬆餅超推的。沒吃過建議原味 很棒 很悠閒的避暑地。老闆非常專業熱心說明咖啡隨時為你提供專屬味道
1368,"舒芙蕾鬆餅很優秀
口感軟、嫩、細緻
搭配鮮奶油、蜂蜜口味絕佳
藍莓果昔很好喝 咖啡味道濃郁、柚子綠茶戚風蛋糕🍰😋 …"
1369,比起上面兩間網美咖啡，我更推薦這間，，，可以悠閒的放空 Cp值很高，幾乎每樣東西都好吃
1370,舒適的小地方，咖啡也不錯！而且那裡的貓咪可愛又友善🧡 … 咖啡還不錯 但是以價位來說有點高了 點了一杯衣索比亞 科狄朵 香氣表現優異 但是入口的風味可以感受得到整杯從頭到尾有明顯的苦味蓋住了原本鮮明的風味 不過整個店的佈置可以看出老闆的用心 杯器的選擇也很討人喜歡 環境安靜悠閒 座落在一間廟宇的旁邊 離七星潭很近 如果看完海很適合來這邊享受一個放鬆的自己 點了夏天菜單的 森林莓果果昔  小小一個玻璃杯 單價可以比得上一杯單品手沖了 但是風味很不錯 可以喝到藍莓和玫瑰香還有一點茶香。視覺上看起來也很精緻 然後他的舒芙蕾鬆餅我只吃了一口 覺得雞蛋味很重有點無法承受 很像是很濕軟雞蛋味加倍的尼克生乳捲的皮 店員滿親切 咖啡好喝該有的風味都有 價格也合理～店裏的環境舒適 有時候店貓會悠閒的跳到你身邊跟你玩噢！
1371,"燉牛肉的肉塊非常細緻，真的有燉爛🤣是我理想中的燉牛肉❤️
因為前面有一組14位又都點舒芙蕾所以等比較久（抹茶也賣完了）但招牌不愧是招牌雖然才剛嗑完主餐跟炸食拼盤卻讓我們在五分鐘內就完食🤣🤣🤣 … 去的時候因為過了主餐時間所以都點甜點
份量蠻少的，吃起來沒有到特別驚豔但也令人一口接一口（可能當時我餓爆了🤣
整體氣氛還不錯，價位偏高
剛到花蓮來這坐坐休息還不錯👌 …"
1372,"可麗露很特別，口感Q談.
有多種咖啡選擇，也可以另外帶咖啡豆， 舒芙蕾好吃，泰式炸雞也好吃，上菜時間會稍等遊戲，需要提早預約，假日人潮眾多。"
1373,"好吃😋 … 久違的花蓮遊
餐點很精緻，也很好吃。
會再回訪～"
1374,"巧克力精緻好吃！
又可以在店裡坐著享用 有貓可以看大加分，食材新鮮。 餐點好吃，防疫措施都有，環境優美，車停對面收費停車場算方便，推薦。"
1375,第四次來了好吃 威士忌焦糖布丁🍮風味有札實的層次感，在樹下啜著手冲咖啡☕️，在這一方小天地是咀嚼的聲音與回味的時光，一個人來是美好的滋味。 …
1376,很有田園風的小店，東西品項不多樣但是很用心唷～ 泰式打拋豬肉飯有特色具飽足感，有配菜及附湯；舒芙蕾二人一份就很夠吃了😊 …
1377,一走進店裡，老闆就親切的招待，店內擺設簡單，飄浮著濃郁的咖啡香，咖啡價格與口感成正比，磅蛋糕口感扎實。 服務態度佳，氣氛好，餐食好吃，但價格稍貴。
1378,青醬蛤蜊燉飯很好吃！ 貓咪好可愛
1379,"溫馨悠閒的喵咖啡 喵都很親人可摸可抱❤️ 安靜乾淨好吃的咖啡廳
水果優格好拍但個人覺得價格偏貴 淺淺一盤份量不多 很清新的咖啡廳🌿🌱🍀
東西也很好吃
只是當天感覺比較吵雜一點🗣 …"
1380,大推！！舒芙蕾真的驚為天人。喜歡奶油的香氣與口味，相較之下主食稍嫌普通（以這個價位而言） 我超愛這家鮮奶茶，裡面的氣氛很棒，到處都有小巧思！推
1381,"咖啡可以自己搭配
餐點好吃，尤其是麵包上面淋的醬 排到第二輪候位速度蠻快的沒等很久
甜點飲料份量都不大但都是好吃好喝的
柚子塔好吃第一名👍 … 限量的醉雞覺得是比較清淡的口味是好吃的只是這樣配飯沒什麼味道
椒麻雞🌶️甜甜辣辣的雞肉肉質比較紮實不會乾或柴
綠咖哩雞🌶️🌶️比較辣一點但是很下飯大家都很喜歡只是肉量跟另外兩盤比少了點 …"
1382,"可愛日式建築、價錢便宜
美式咖啡好喝
拿鐵也好喝 … 甜點很厲害好吃
只是冬天店裡很溫暖到覺得沒有開空調 很好吃！很好喝！還有貓咪！ 檸檬塔$120很酸很好吃
冰釀椰咖$160 不敢喝椰子的人可以接受，新品有厲害很好喝，可以為了這杯二訪 … 記得訂位才能吃到
去花蓮玩必吃小巷茉莉
舒芙蕾必點必點超級好吃😋入口即化
一個人可以自己吃掉一份因爲真的太好吃 …"
1383,"環境：有特地裝潢，空間大，廁所很衛生。二樓室內保留部分原貌，可以看出以前的日治時期平房的模樣。（建議白天去）★★★★
食材：主食皆可嘗試，擺盤尚可。米飯大部分都是搭配薑黃，養生概念 ★★★★
價位：大部分是200-250上下，相較於市區來說，算可以接受。★★★★ … 環境：
整齊乾淨、小店面、溫暖色系、音樂輕柔且小聲 ★★★★
食品：季節性甜點 ★★★★ …"
1384,"2023/1/24二訪

快閃花蓮半天 … 大家要記得提前訂位呦！

熱熱的舒芙蕾鬆餅搭上鮮奶油綿密的口感好好吃😋 …"
1385,"來過兩次，甜點都非常好吃，裝潢也很漂亮～
建議開店前五到十分鐘就來排隊
不然候位要等一陣子 餐點跟飲料都很不錯，下次想試試看舒芙蕾鬆餅～"
1386,"黑糖拿鐵好好喝！💖
那個飛馬拉花是我近幾年
在咖啡廳看過最厲害最敬業的了！✨ … 一份打拋豬比飯還要多的套餐，就像單點的量一樣，每一口都可以吃到滿滿誠意！"
1387,環境悠閒適合久坐，不趕時間時的好地方。 此次只有點舒芙蕾，舒芙蕾以花蓮來說屬一屬二，推薦。
1388,每去花蓮都必須去龍宮坐坐！舒適放鬆的地方！茶跟咖啡都很喜歡，甜點也很出色，感受到慢慢的用心，有機會再訪時想嘗試鹹食★ 鬆餅一定要吃！甜食鹹食都好好吃喔
1389,"老闆很懂咖啡態度很親切
還可以看老闆沖咖啡玩貓
蛋糕也好吃
很舒適的空間 從高中就愛來的咖啡館
甜點咖啡貓貓裝潢都很棒 貓貓超可愛又給摸
店員也親切
但飲料跟蛋糕有點普通 裝潢很美
廁所很乾淨又大
餐點都好吃 … 蛋糕好吃
飲料好喝
店內還有小東西可以買
環境舒適、廁所乾淨"
1390,"老房子 檜香濃
新人聞 咖啡香 覺得舒芙蕾鬆餅讓人感動！覺得自己幸福❤️"
1391,再次回訪，非常喜歡店內懷舊的氛圍，還有不受打擾的座位空間. 服務人員都很親切，帶位的妹妹菜單介紹很詳細，室內環境很漂亮舒適，餐點飲料都很美味，賞心悅目！值得再訪！
1392,"威士忌可可肉桂捲好好吃🤤
天氣太熱，喝不了拿鐵～
點了金桔冰釀拿鐵， … 距離住家很近的一家咖啡店
雖然座位比較少
但每次到訪都很幸運有位置
橙香口味的甜品很推薦!! 一入座，
就被美女貓店長Lume露咪熱情迎接～
直接坐到我前面任我撸😆 … 煙燻牛肉帕尼尼，麵包烤得恰到好處， 如果你是烤土司愛好者，務必來這裡吃看看，會有滿滿的幸福感～
除了牛肉跟起司，喜歡吃這搭配的朋友都知道，這樣搭配容易吃到後面會膩。
內餡加了玉米筍，使得整體口感平衡，可以很順的吃完一整份餐點～ … 初訪的時候
剛好是午餐部分
吃完打拋豬套餐 …"
1393,"外帶咖啡廳，沒有內用，只有外面幾個小座位，但環境仍然佈置的溫馨雅致。
咖啡好喝，肉桂捲令人驚艷，好吃到不會形容，大推 老闆很執著於咖啡的風味，也會也會一一詳盡說明自家的產品，很令人欽佩，如果能配合包廂空間會比較好，不然會重複聽到隔壁桌的解說。鬆餅真好吃！ 檸檬塔好吃 位子超級無敵小
坐的很不舒服😭
店員態度沒有很好 … 欸！這家可以ㄟ～
抹茶舒芙蕾有點太軟了"
1394,在上海街咖啡戰區中脫穎而出一間有質感的咖啡店，甜點真的是讓我流連忘返朝思暮想，前陣子老闆休息了好好長一段時間，現在又正常營業了，咖啡的品質把關的非常好，很喜歡簡單乾淨的感覺。 鬆餅奶油真的有驚艷到，必點喔！地點雖然不好！但食物CP值有水準！推特 很棒的空間環境，餐點中規中矩！舒芙蕾有好吃！但份量有點失望！
1395,"店員很怪，很鬼祟。適合聊天，不適合拍照，實在太暗，不過麻糬鬆餅很好吃，價格太貴，不推，倒不如去驚奇咖啡！ 花蓮還有一間抹茶專賣店也很有名
特意挑了一個開店時間去
到現場已經有兩組候位 … 好漂亮的咖啡廳而且很有歷史意義😻 … 店員幽默😂咖啡好喝👍推 … #內有菜單
到哪都想找當地特色外帶咖啡店☕️
找了好一陣子原本都只有找到連鎖咖啡 … 蘿蔔糕很好吃耶 外酥內軟驚艷到@@
服務人員也很熱情親切
鬆餅也好吃😋 超超超開心❤️ …"
1396,"氣氛很好，可見老闆用心，也不限制用餐時間 氣氛很好，可惜素食的正餐只有一道。
用餐有兩個小時限制"
1397,"重新裝潢了！環境變好美～ 舒芙雷超好吃 歐買尬
泰式炸豆腐超讚👍🏻 … 晤子跟小貝果兩隻店貓都好可愛
甜點飲料也很不錯～"
1398,"舒芙蕾吃起來跟雲朵一樣、入口即化，推薦！ 美味的肉桂捲、友好的店員和舒適的露營椅，為我們的旅程畫上了完美的句號！

感謝你們對各種口味的詳細介紹和周到的服務 :) …"
1399,很著名的的網紅店，沒想到食物也好吃，乾淨的裝潢，輕鬆的用餐環境，很棒~ 很有味道的小店，擺設和佈置別出心裁
1400,"裡面擺設可愛～
餐點咖啡部分還可以 舒芙蕾好吃
特別喜歡冰淇淋上面的栗子泥～"
1401,"半日行
找個安靜的地方
陪自己吃飯 … 那個麵包佐白醬真的好吃，不知道是不是因為年紀大了，耳朵比較吃力😅😅，因為我聽錯了，又加點一份，然後就一次四顆麵包都吃了，因為佐上白醬又不好外帶，一次解決，雙拼雞加松阪豬，吃不完還能帶走，一杯海鹽焦糖冰咖啡，香濃好喝，附贈一份小甜點，忍不住還是點了湯，那個湯很濃郁，我只能說，要自己來才知道食物的美味，有用心在食材上的搭配，基本上我是用餐怕吵的人，空間不算大，但不太互相影響，年輕老闆非常親切有溫度，有機會來花蓮會再來。
花蓮加油😁😁 …"
1402,"臨時找到的餐廳，意外的好吃！
下次有機會再來花蓮會回訪～
平價、美味、舒適 這家咖啡館超可愛，貓咪也特別萌。因為一隻貓咪趴在我的包包上睡著了，所以我不得不多待了一會兒。"
1403,"咖啡尚可
餐點好
服務態度好
氣氛好 咖啡 看海 沈澱 咖啡 甜點 冰淇淋 都不錯 咖啡及服務態度都很好 老闆態度親切 單品咖啡頗有水準 水果優格色味雙全 外面有4個座位
咖啡及點心 味覺層次很夠"
1404,餐點非常好吃，唯一不足是配菜蔬菜量略少。服務很好，咖啡香味非常棒！ 咖啡拉花非常厲害，糕點超級好吃，店貓們是天使❤️ㄧ定會再訪的店。
1405,鬆餅有特色，餐廳舒適，是適合下午茶的好地方。 鬆餅非常美味 非常喜歡金湯的咖啡，咖啡的品質真的很棒，喝得出口感，套餐的三明治和沙拉也很美味～ 店內空間較小，但氣氛溫馨用餐環境舒適～
1406,"東西真的很好吃，但是就是真的有點貴阿😂以花蓮物價來說真的高，但是同時也真的超級好吃！！ … 檸檬塔跟焙茶塔真的都超級好吃！！
來了絕對不會後悔"
1407,"舒芙蕾好吃！
咖啡也好喝！
等待時間是值得的 咖啡甜點表現出乎意外的好"
1408,"雖然第一次造訪 讓人驚艷的餐點
這已收入我的花蓮口袋名單 日式氣氛很到位 昭和之心 酥脆好吃"
1409,簡餐很好吃😋 店裡光線很好 拍的照片也都會很好看 這裡是我去花蓮玩時必去的店！ … 超讚讚空間，花園還有可愛小動物～很美！
1410,"💠小山園抹茶冰淇淋舒芙蕾鬆餅
💠黑糖歐蕾 … 缺點是 老闆很難聊
💠 阿索比亞 西達摩 谷吉 烏啦嘎 日曬 G1 …"
1411,氣氛超棒，舒芙蕾很好吃 很舒服的環境，咖啡很專業好喝，服務也很棒
1412,"文青氣氛不錯，料理好吃，可以再去. 司康都是當天製作，
司康十多種口味，
個人喜歡鹹的口味 …"
